level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
1399,5898,stormywind31145,"christian, mother, happily divorced, loves god first, then family,.then country. does not use twitter 🇺🇸🇮🇱as a dating app.  no dms. god! maga! israel!",united states,10270,10542,22953,2016-07-20 16:40:55,2020-06-21 03:20:14,76,"Love how the fake news is reporting the ""low attendance"" to @realDonaldTrump rally!!! Considering the country has been dealing with a Chinese virus. ""Peaceful"" 🤣 protestors...violence &amp; mayhem...WE ARE THE #SilentMajorityRising 
❤🇺🇲❤🇺🇲❤🇺🇲❤🇺🇲 https://t.co/XLBhE9yr37",[],['@realDonaldTrump'],love fake news reporting low attendance rally consider country deal chinese virus peaceful protestors...violence amp mayhem...we,{'tones': []},
1400,5899,faribafarda,"small acts, when multiplied by millions of people, can quietly become a power no government can suppress, a power than can transform the world.#resist #feminist",n.a,4377,1538,61157,2009-06-29 14:34:00,2020-06-20 03:12:46,25985,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
1401,5900,BibleisWord1,n.a,n.a,357,109,13117,2018-08-01 02:06:02,2020-06-21 02:29:48,728,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
1402,5901,saraisokayy,n.a,n.a,96,63,755,2019-04-29 01:13:18,2020-06-20 02:59:14,25268,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
1403,5902,ms_peeps,"love god, my family, my country, and my president donald trump! #maga",united states,8684,9864,12971,2016-01-27 13:12:38,2020-06-21 04:02:01,100,"President @realDonaldTrump calls it as “THE CHINESE VIRUS”

President Trump is on fire 🔥🔥

#TulsaTrumpRally #MAGA2020 #DonaldTrump #TrumpRally https://t.co/io3aRaUTsr","['tulsatrumprally', 'maga2020']",['@realDonaldTrump'],"president call “the chinese virus”

president trump fire 

",{'tones': []},"[{'sentence_id': 0, 'text': 'president call “the chinese virus”', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'president trump fire', 'tones': []}]"
1404,5903,ARA45064005,#christian#in god i trust#legal immigrant 🇺🇸❤🇺🇲#trump2020#maga#kag,"california, usa",4761,2691,5346,2019-06-18 04:31:22,2020-06-21 02:24:33,772,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
1405,5904,SheebaWolski,n.a,canada,46,26,233,2018-03-17 01:23:03,2020-06-21 02:45:28,0,@TonyLA213 @teresa22214063 @CherieAmor12 No buddy hahaha im asking why the government would fake the corona virus that cripples the capitalist economy. Im very pro gun.,[],"['@TonyLA213', '@teresa22214063', '@CherieAmor12']",buddy hahaha im ask government would fake corona virus cripple capitalist economy im pro gun,{'tones': []},
1406,5905,DeverGorka,n.a,n.a,441,280,23868,2015-06-30 02:27:41,2020-06-21 03:21:18,10348,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
1407,5906,MamaD67801293,"life, liberty & the pursuit of happiness for all baby ❤️",n.a,811,1037,15702,2019-10-24 00:56:58,2020-06-20 02:58:44,0,"The “R-naught” number is incredibly important when discussing transmitsbility of a virus. Tulsa...Its not over, not by any stretch of the imagination..#Tulsa #COVIDIOTS 

https://t.co/y3mENrskSW","['tulsa', 'covidiots']",[],"“r-naught” number incredibly important discuss transmitsbility virus tulsa...its stretch imagination 

","{'tones': [{'score': 0.573019, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
1408,5907,SchadeTom,"retired, conservative. father of four, stepfather of three. grandfather of 20. proud vet of usmc. maga! enjoy my family and life. migrating to gab as @tom7.",n.a,16575,15118,332861,2012-05-20 23:37:18,2020-06-20 03:09:01,1169,"COVID FACTS
The virus can travel 6' it cannot go beyond 6'1, it can live on all surfaces except anything from Amazon, it does not live in Walmart, Home Depot, or any grocery store, it's only deadly in small businesses, churches &amp; Trump rallies, but it cannot harm you protesting",[],[],"covid facts
the virus travel cannot go beyond live surface except anything amazon live walmart home depot grocery store deadly small business church amp trump rally cannot harm protesting","{'tones': [{'score': 0.86591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'covid facts', 'tones': [{'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'the virus travel cannot go beyond live surface except anything amazon live walmart home depot grocery store deadly small business church amp trump rally cannot harm protesting', 'tones': []}]"
1409,5908,SNCNJCsMom,"i'm learning something new every day.
b.a.p is truly the best. absolute. perfect.
wash your hands and wear a face covering when in public. thank you.","vermont, usa",386,89,3656,2016-06-09 03:53:41,2020-06-21 04:03:44,714,"Breaking News: Covid Virus extremely confused at #TrumpRallyFail. ""I'm really disappointed,"" said virus, ""we were going to spread it like warm butter tonight."" Virus adds, ""We'll work with what we got.""",['trumprallyfail'],[],break news covid virus extremely confused i'm really disappoint say virus go spread like warm butter tonight virus add we'll work get,"{'tones': [{'score': 0.654326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}",
1410,5909,6ixKingRyan,"i promise you i don't care. 🇯🇲
rip dio  rip kobe  rip neighborhood nip",ya mommas cupboard,309,230,15712,2013-06-23 02:09:46,2020-06-21 04:08:18,0,Corona Virus coming back in the 3rd quarter like Game 6 vs The Milwaukee Bucks.,[],[],corona virus come back quarter like game milwaukee buck,"{'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
1411,5910,MMrl7700859,my people are destroyed from a lack of knowledge. what have the dems done for us lately? hmm we shall know the truth and the truth will set us free.pro-usa,n.a,191,66,4069,2014-01-29 19:26:35,2020-06-21 02:21:43,798,"The Trump hater mocking empty seats 40 minutes out, not understanding security checks and now corona virus checks
ENEMY OF THE PEOPLE
@realDonaldTrump #TulsaTrumpRally https://t.co/07z8HAvugI",[],['@realDonaldTrump'],"trump hater mock empty seat minute understand security check corona virus checks
enemy people
","{'tones': [{'score': 0.518557, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.98445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'trump hater mock empty seat minute understand security check corona virus checks', 'tones': [{'score': 0.941308, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'enemy people', 'tones': [{'score': 0.583295, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]"
1412,5911,ThomasTommac,n.a,n.a,100,26,3597,2014-01-29 15:17:05,2020-06-21 02:25:29,9794,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
1413,5912,ryanfish55,i’m real big on social media,n.a,4654,1114,45857,2014-06-14 18:37:44,2020-06-20 01:52:46,22902,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
1414,5913,ekaaapot,i value you  | 100618 |,che 💙,100,122,5815,2017-07-02 01:53:17,2020-06-21 02:26:57,928,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,"{'tones': [{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
1415,5914,micahragland,proud dad of ryane lucille and happy husband to ryane danielle. huge detroit tigers and pistons fan. corp comms @dte_energy. views expressed are my own.,"detroit, mi ",1120,305,957,2014-07-08 15:58:09,2020-06-20 02:59:30,25268,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
1416,5915,mitzydphdj,n.a,"philadelphia, pa",108,42,180,2012-06-22 17:39:36,2020-06-20 02:57:34,25282,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
1417,5916,naga25french,consultant @ wipro | trader | bibliophile | arm chair activist | sachinist | bolt | lfc | nadal | raaja/arr/enya/le/horner music | proud indian:),"chennai, india",435,848,50162,2009-02-02 20:37:07,2020-06-20 03:05:42,0,"Good news about Corona Virus in terms of football is I completely forgot that we lost champion league match against atletico Madrid. Now that premier league resume this week,The scars are back #LFC #kop #YNWA","['lfc', 'kop', 'ynwa']",[],"good news corona virus term football completely forget lose champion league match atletico madrid premier league resume week,the scar back","{'tones': [{'score': 0.547782, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
1418,5917,Mobius_One6,#comfyanime warrant officer | infj | deus vult | ace combat | very high iq |💫| catholic🇻🇦| robot waifu advocate | make america full auto again,https://gab.com/mobius_one6,1307,1513,67861,2012-05-01 23:28:52,2020-06-21 02:35:28,2,"Trump: *Says the Chinese N word for virus*
Twitter: *Blocks trending of word w/ 37.5k tweets*
Twitter: https://t.co/4H2fsIWt8P",[],[],"trump say chinese word virus*
twitter block trend word tweets*
twitter","{'tones': [{'score': 0.888555, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'trump say chinese word virus*', 'tones': []}, {'sentence_id': 1, 'text': 'twitter block trend word tweets*', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'twitter', 'tones': []}]"
